X,Y,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,REGION_NAME,GIS_ID,LATITUDE,LONGITUDE,GIS_LAST_MOD_DTTM,OBJECTID
"-8584738.01025135,4707115.22159465,Langston Blvd & N Woodstock St,classic,082614e4-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:26+00,13,0,5,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",41,DCA-CABI,,38.898301,-77.118009,2024/10/22 07:07:28+00,217277829"
"-8572241.1941662,4703786.99750126,1st & N St SE,classic,082484cf-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:23+00,9,0,30,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,39,""KEY,CREDITCARD"",42,DCA-CABI,,38.875023,-77.005754,2024/10/22 07:07:28+00,217277830"
"-8576574.94429677,4693749.92140764,King St & N Pitt St,classic,e84a9c46-89ce-45dc-866f-fe8cbc50e88e,,2024/10/22 07:05:48+00,0,0,13,2,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",40,DCA-CABI,,38.804801,-77.044676,2024/10/22 07:07:28+00,217277831"
"-8564430.06428725,4716247.98994424,Riverdale Park Town Center,classic,d8f65b11-57ec-4a9f-9b52-f5696e129f02,,2024/10/22 07:05:48+00,9,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,""KEY,CREDITCARD"",133,DCA-CABI,,38.962119,-76.935578,2024/10/22 07:07:28+00,217277832"
"-8571639.53918315,4705921.62744606,4th & East Capitol St NE,classic,0824c1a1-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:48+00,1,0,8,6,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",42,DCA-CABI,,38.889955,-77.000349,2024/10/22 07:07:28+00,217277833"
"-8567093.16673862,4715171.42249189,Queens Chapel & Hamilton St,classic,27d919c7-7fda-41d1-9c05-2f537d5c4ce2,,2024/10/22 07:05:49+00,3,0,12,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",133,DCA-CABI,,38.9546,-76.9595,2024/10/22 07:07:28+00,217277834"
"-8577046.2095101,4707484.36412237,22nd & I St NW / Foggy Bottom,classic,08254037-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:50+00,13,0,0,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.90088,-77.048911,2024/10/22 07:07:28+00,217277835"
"-8582445.82253712,4718966.27342668,Bethesda Ave & Arlington Rd,classic,0825738d-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:50+00,14,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",44,DCA-CABI,,38.981103,-77.097426,2024/10/22 07:07:28+00,217277836"
"-8563005.34442302,4705917.9777473,55th & East Capitol St NE,classic,1950995089993550758,,2024/10/22 07:05:50+00,8,0,3,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",,DCA-CABI,,38.889926,-76.922783,2024/10/22 07:07:28+00,217277837"
"-8589953.42366632,4739353.89010534,Columbus Ave & Gramercy Blvd,classic,de5bd592-0f48-4c6a-b7fc-8ff687c6e1a5,,2024/10/22 07:05:47+00,11,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",43,DCA-CABI,,39.12333,-77.16486,2024/10/22 07:07:28+00,217277838"
"-8573821.00777476,4706582.33964593,6th St & Indiana Ave NW,classic,08252414-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:47+00,12,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.894573,-77.01994,2024/10/22 07:07:28+00,217277839"
"-8572577.81856228,4709155.90062056,North Capitol & R St NE,classic,2a76806e-32b4-4ec6-a851-f73ba7dafda1,,2024/10/22 07:05:47+00,7,0,8,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.91256,-77.008775,2024/10/22 07:07:28+00,217277840"
"-8568798.50687709,4706568.02234929,Oklahoma Ave & D St NE,classic,08261245-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:46+00,1,0,18,8,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.894474,-76.974828,2024/10/22 07:07:28+00,217277841"
"-8578223.71041578,4700638.49380147,23rd St S & Hayes St,classic,99644655-ef85-4e13-a331-a344d88ded32,,2024/10/22 07:05:46+00,3,0,12,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.853002,-77.059496,2024/10/22 07:07:28+00,217277842"
"-8565955.51741844,4712421.94053829,40th Ave & Bladensburg Rd,classic,1999643103701119546,,2024/10/22 07:05:52+00,4,0,11,6,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",133,DCA-CABI,,38.935388,-76.949287,2024/10/22 07:07:28+00,217277843"
"-8574707.85082676,4715477.57241526,Georgia Ave & Kennedy St NW,classic,568a84a6-8911-48aa-8ad4-9a1b46564e9d,,2024/10/22 07:05:52+00,17,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.95674,-77.02791,2024/10/22 07:07:28+00,217277844"
"-8574624.78312637,4712541.66877213,10th St & Spring Rd NW,classic,63fa246c-6bed-41f0-97eb-d2d7888c1db0,,2024/10/22 07:05:53+00,0,0,13,12,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.936228,-77.027163,2024/10/22 07:07:28+00,217277845"
"-8573139.70781102,4715672.65908238,Kansas Ave & Longfellow St NW,classic,d1fd7121-67e3-46a9-b415-e84a565394f2,,2024/10/22 07:05:56+00,10,0,9,7,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.958098,-77.013821,2024/10/22 07:07:28+00,217277846"
"-8581827.53077989,4705841.73516462,Wilson Blvd & N Edgewood St,classic,0824f3d6-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:55+00,13,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.889396,-77.091862,2024/10/22 07:07:28+00,217277847"
"-8576868.18339327,4708175.15354497,New Hampshire Ave & Ward Pl NW,classic,082492e1-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:55+00,13,0,5,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.905711,-77.047318,2024/10/22 07:07:28+00,217277848"
"-8611535.29762369,4715891.88996373,Library St & Freedom Dr,classic,08263b6d-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:55+00,4,0,10,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",104,DCA-CABI,,38.959633,-77.358741,2024/10/22 07:07:28+00,217277849"
"-8574077.36247233,4705394.39409681,L'Enfant Plaza / 7th & C St SW,classic,08249d44-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:56+00,3,0,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.886266,-77.022241,2024/10/22 07:07:28+00,217277850"
"-8581300.12802822,4712551.65394301,American University East Campus,classic,ad6ec1ce-db22-47c1-acf3-507897d40725,,2024/10/22 07:05:53+00,8,0,8,1,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.936298,-77.087128,2024/10/22 07:07:28+00,217277851"
"-8577178.2519536,4695496.00790834,First St & Fayette St,classic,889571f8-5774-4097-a31f-4b6e3f5b4381,,2024/10/22 07:05:53+00,13,0,3,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,16,""KEY,CREDITCARD"",40,DCA-CABI,,38.817019,-77.050105,2024/10/22 07:07:28+00,217277852"
"-8574521.79381369,4707107.86432468,10th & G St NW,classic,0825f622-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:57+00,14,0,8,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.898243,-77.026235,2024/10/22 07:07:28+00,217277853"
"-8574920.98907524,4707398.95084989,13th St & New York Ave NW,classic,0824aa39-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:57+00,14,0,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,27,""KEY,CREDITCARD"",42,DCA-CABI,,38.900283,-77.029822,2024/10/22 07:07:28+00,217277854"
"-8596183.57420529,4711355.91732705,Westbranch Dr & Maitland St,classic,1900610962867255780,,2024/10/22 07:05:58+00,6,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",,DCA-CABI,,38.927943,-77.220829,2024/10/22 07:07:28+00,217277855"
"-8576784.45826484,4707578.56741063,21st St & Pennsylvania Ave NW,classic,0825388d-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:52+00,17,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.901539,-77.046564,2024/10/22 07:07:28+00,217277856"
"-8576224.80151516,4707313.3947484,18th St & Pennsylvania Ave NW,classic,08250172-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:55+00,27,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,27,""KEY,CREDITCARD"",42,DCA-CABI,,38.89968,-77.041539,2024/10/22 07:07:28+00,217277857"
"-8583606.92652903,4704499.97153055,Wilson Blvd & N Quincy St,classic,08252a00-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:03+00,10,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.880012,-77.107854,2024/10/22 07:07:28+00,217277858"
"-8579678.77077251,4693477.68539074,Mandeville Ln & Stovall St,classic,141766fa-fa3b-4c61-8e46-a8673c910a0c,,2024/10/22 07:05:59+00,2,0,9,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",40,DCA-CABI,,38.802893,-77.072558,2024/10/22 07:07:28+00,217277859"
"-8570255.17218253,4704915.3693311,13th & E St SE,classic,082494e7-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:05+00,8,0,7,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.882915,-76.987907,2024/10/22 07:07:28+00,217277860"
"-8566279.93112429,4718164.46299318,Northwestern High School,classic,3dd9e864-a5fc-4c27-b18e-325226089293,,2024/10/22 07:06:06+00,3,0,12,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",133,DCA-CABI,,38.975505,-76.952199,2024/10/22 07:07:28+00,217277861"
"-8570085.79114368,4705078.9538494,14th & D St SE,classic,55fc40ce-5be9-4e45-9c84-daacced3c852,,2024/10/22 07:06:06+00,16,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.884058,-76.986385,2024/10/22 07:07:28+00,217277862"
"-8581023.12717662,4715696.76101193,Wisconsin Ave & Ingomar St NW,classic,0826176a-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:07+00,13,0,6,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.958267,-77.084636,2024/10/22 07:07:28+00,217277863"
"-8578925.89091557,4705145.98280947,Arlington National Cemetery,classic,af5c5675-452b-4e1f-9d9f-7f4a0c50388d,,2024/10/22 07:06:07+00,11,0,4,0,4,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",41,DCA-CABI,,38.884533,-77.065803,2024/10/22 07:07:28+00,217277864"
"-8569784.76015444,4709591.40055828,New York Ave & Hecht Ave NE,classic,0826132d-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:10+00,20,0,2,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.915604,-76.983683,2024/10/22 07:07:28+00,217277865"
"-8574005.16827759,4709386.35570938,7th & S St NW,classic,4f9000ec-e47e-494e-9b49-61e95b5a6f03,,2024/10/22 07:06:10+00,3,0,16,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.914174,-77.021595,2024/10/22 07:07:28+00,217277866"
"-8575907.82213004,4713389.5330754,17th & Upshur St NW,classic,72e7c396-11ad-4e88-bf4b-e60584f748fc,,2024/10/22 07:06:10+00,16,0,2,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.942146,-77.038684,2024/10/22 07:07:28+00,217277867"
"-8578015.5549655,4695930.54950147,Mount Vernon Ave & E Nelson Ave,classic,0825f8da-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:10+00,1,0,15,1,0,YES,YES,YES,NO,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,16,""KEY,CREDITCARD"",40,DCA-CABI,,38.820064,-77.057619,2024/10/22 07:07:28+00,217277868"
"-8574217.61578869,4711955.21266783,Georgia Ave & Morton St NW,classic,461df1a0-fac6-4a11-ac4c-ff795e6299c9,,2024/10/22 07:06:10+00,13,0,6,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.932128,-77.0235,2024/10/22 07:07:28+00,217277869"
"-8577098.02898765,4706005.16731571,Henry Bacon Dr & Lincoln Memorial Circle NW,classic,0826233f-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:09+00,16,0,2,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.890539,-77.049383,2024/10/22 07:07:28+00,217277870"
"-8573026.55409394,4714741.63161218,New Hampshire & Gallatin St NW,classic,89263cc9-13f6-4185-b315-5164c9bb930e,,2024/10/22 07:06:08+00,2,0,17,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.951596,-77.012808,2024/10/22 07:07:28+00,217277871"
"-8584152.60602942,4704844.55130692,Fairfax Dr & N Taylor St,classic,8dfb34e2-7f75-4359-a374-5bf5e86c4793,,2024/10/22 07:06:11+00,6,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",41,DCA-CABI,,38.882425,-77.112754,2024/10/22 07:07:28+00,217277872"
"-8610947.18634163,4718593.74415409,Lake Newport Rd and Autumn Ridge Cir,classic,29f174dd-e7bc-4329-a570-0220f0d1be84,,2024/10/22 07:06:11+00,6,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",104,DCA-CABI,,38.978503,-77.353454,2024/10/22 07:07:28+00,217277873"
"-8583266.00153266,4703675.95900211,N Pershing Dr & N Quebec St,classic,174fc644-1a5a-4923-a8b5-373e0ad04525,,2024/10/22 07:06:11+00,5,0,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.874248,-77.104784,2024/10/22 07:07:28+00,217277874"
"-8578993.07760491,4718197.98923251,Western Ave & Pinehurst Cir NW ,classic,1939176485434179842,,2024/10/22 07:06:09+00,1,0,14,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",,DCA-CABI,,38.975739,-77.066409,2024/10/22 07:07:28+00,217277875"
"-8582224.17203489,4699831.58550793,S Four Mile Run Dr & Walter Reed Dr,classic,08254d7e-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:16+00,2,0,9,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",41,DCA-CABI,,38.84736,-77.095431,2024/10/22 07:07:28+00,217277876"
"-8571158.16338965,4710563.37822551,MBT & Bryant St NE,classic,0627dc3c-5c62-4ab1-a6f0-3635c6f80d23,,2024/10/22 07:06:16+00,17,0,1,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.922404,-76.996023,2024/10/22 07:07:28+00,217277877"
"-8565809.94031534,4706501.04283806,Benning Branch Library,classic,08249b10-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:16+00,10,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",42,DCA-CABI,,38.894,-76.947974,2024/10/22 07:07:28+00,217277878"
"-8575765.5011201,4704472.74313178,Jefferson Memorial,classic,082527e7-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:12+00,22,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.879819,-77.037413,2024/10/22 07:07:28+00,217277879"
"-8566597.21984609,4712977.93219715,Rhode Island Ave & 39th St / Brentwood Arts Exchange,classic,199df30f-328b-48af-8627-952bd9d6fe7c,,2024/10/22 07:06:18+00,0,0,15,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",133,DCA-CABI,,38.939271,-76.955047,2024/10/22 07:07:28+00,217277880"
"-8609537.3790058,4717435.64063956,North Shore Dr & Village Rd,classic,0826533b-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:18+00,7,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",104,DCA-CABI,,38.970412,-77.340787,2024/10/22 07:07:28+00,217277881"
"-8582842.74194643,4700257.12488951,Barcroft Community Center,classic,08251c45-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:15+00,0,0,10,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",41,DCA-CABI,,38.850337,-77.100989,2024/10/22 07:07:28+00,217277882"
"-8569773.33762304,4701701.62382238,16th & Bangor St SE,classic,7c790f6e-7889-4c3c-97d6-ffd37e68bb2d,,2024/10/22 07:06:13+00,1,0,13,7,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.86044,-76.983585,2024/10/22 07:07:28+00,217277883"
"-8587950.36934432,4733765.90590307,Rockville Metro West,classic,0825f1f7-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:19+00,18,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",43,DCA-CABI,,39.084379,-77.146866,2024/10/22 07:07:28+00,217277884"
"-8577790.52486102,4711690.67955092,3000 Connecticut Ave NW / National Zoo,classic,0825180e-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:18+00,9,0,4,2,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.930282,-77.055599,2024/10/22 07:07:28+00,217277885"
"-8564153.09493515,4708570.69725106,Deanwood Rec Center,classic,0825baa3-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:21+00,10,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.908473,-76.933099,2024/10/22 07:07:28+00,217277886"
"-8565750.66173892,4706939.08905493,Minnesota Ave Metro/DOES,classic,0824806c-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:21+00,7,0,7,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.897063,-76.947446,2024/10/22 07:07:28+00,217277887"
"-8574452.14538097,4715037.9141846,9th & Ingraham St NW,classic,30b5e0c1-7ca6-4050-8566-3fccf0b60890,,2024/10/22 07:06:21+00,10,0,9,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.953663,-77.025613,2024/10/22 07:07:28+00,217277888"
"-8578109.4297447,4712487.17055229,Connecticut Ave & Ordway St NW / Cleveland Park Metro ,classic,1928837279316128558,,2024/10/22 07:06:19+00,13,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",,DCA-CABI,,38.935842,-77.058468,2024/10/22 07:07:28+00,217277889"
"-8576130.70702404,4694828.56518019,Madison St & Fairfax St,classic,08264173-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:24+00,10,0,4,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",40,DCA-CABI,,38.812351,-77.040691,2024/10/22 07:07:28+00,217277890"
"-8569416.85244155,4713329.61678761,18th & Upshur St NE,classic,1934708272694780030,,2024/10/22 07:06:24+00,1,0,14,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",,DCA-CABI,,38.941733,-76.980378,2024/10/22 07:07:28+00,217277891"
"-8565533.49255581,4733372.94763997,Briggs Chaney & Castle Dr,classic,5075ddc9-7546-44a6-9445-0a48a53267df,,2024/10/22 07:06:24+00,17,0,1,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",44,DCA-CABI,,39.081638,-76.945495,2024/10/22 07:07:28+00,217277892"
"-8580776.08444996,4715201.79481526,Fessenden St & Wisconsin Ave NW,classic,08254529-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:23+00,8,0,6,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.954812,-77.082426,2024/10/22 07:07:28+00,217277893"
"-8610746.74544297,4715239.8592735,W&OD Trail/Sunset Hills Rd & Old Reston Ave,classic,082639c8-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:23+00,13,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",104,DCA-CABI,,38.955079,-77.351649,2024/10/22 07:07:28+00,217277894"
"-8598486.7607147,4704055.30296677,Hilltop Rd & Willowmere Dr ,classic,1957750905852681124,,2024/10/22 07:06:23+00,7,0,3,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",,DCA-CABI,,38.876903,-77.241518,2024/10/22 07:07:28+00,217277895"
