X,Y,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,REGION_NAME,GIS_ID,LATITUDE,LONGITUDE,GIS_LAST_MOD_DTTM,OBJECTID
"-8582052.19904243,4695943.91848508,Virginia Theological Seminary,classic,b0cdb0b4-a4e5-47f2-90fd-f3f8266b809f,,2024/10/22 07:06:17+00,10,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",40,DCA-CABI,,38.820152,-77.093879,2024/10/22 07:07:28+00,217279791"
"-8596326.21788186,4710354.02225146,Tysons Metro North,classic,08263601-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:13+00,14,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",104,DCA-CABI,,38.920939,-77.222115,2024/10/22 07:07:28+00,217279792"
"-8576586.05550396,4708632.77868893,20th & O St NW / Dupont South,classic,0824c8d2-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:13+00,5,0,14,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.908905,-77.04478,2024/10/22 07:07:28+00,217279793"
"-8575908.57431834,4709089.30355082,17th & Corcoran St NW,classic,08249549-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:19+00,3,0,13,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.9121,-77.0387,2024/10/22 07:07:28+00,217279794"
"-8578676.56314928,4693447.55221734,Ballenger Ave & Dulaney St,classic,0825f872-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:20+00,16,0,3,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",40,DCA-CABI,,38.802677,-77.063562,2024/10/22 07:07:28+00,217279795"
"-8576257.73049693,4709167.76406607,18th & R St NW,classic,0825fd75-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:20+00,0,0,18,4,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.912648,-77.041834,2024/10/22 07:07:28+00,217279796"
"-8576367.94097594,4695069.12483684,N Pitt St & Montgomery St,classic,1e196ee1-daa4-4fa6-b6f8-197b31e6d170,,2024/10/22 07:06:20+00,1,0,12,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",40,DCA-CABI,,38.814031,-77.042817,2024/10/22 07:07:28+00,217279797"
"-8581230.61141118,4706918.15920114,N Veitch St & 20th St N,classic,08251cd1-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:17+00,8,0,6,5,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,16,""KEY,CREDITCARD"",41,DCA-CABI,,38.896923,-77.086502,2024/10/22 07:07:28+00,217279798"
"-8574050.16060667,4709667.3083105,7th St & Florida Ave NW,classic,082485e8-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:15+00,6,0,7,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.916137,-77.022003,2024/10/22 07:07:28+00,217279799"
"-8582011.3889402,4718790.00022654,Woodmont Ave & Strathmore St,classic,0826190f-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:14+00,6,0,4,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",44,DCA-CABI,,38.979875,-77.093522,2024/10/22 07:07:28+00,217279800"
"-8575331.42068001,4717303.55302359,14th St & Luzon Ave NW,classic,eda09ed8-ca5e-4187-938c-3260cabdf82d,,2024/10/22 07:06:18+00,13,0,5,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.969489,-77.033509,2024/10/22 07:07:28+00,217279801"
"-8582007.77154498,4705175.48987339,Washington Blvd & 10th St N,classic,082521d3-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:24+00,15,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.884734,-77.093485,2024/10/22 07:07:28+00,217279802"
"-8596788.33957956,4708790.81778819,Madrillon Rd & Boss St,classic,5017ea72-2248-4ba8-af83-d9c9718b51e0,,2024/10/22 07:06:24+00,10,0,2,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",104,DCA-CABI,,38.910016,-77.226266,2024/10/22 07:07:28+00,217279803"
"-8590907.9112999,4705012.98536034,W Broad St & Little Falls St,classic,f4402219-23c9-43ce-8af4-62984ee9ab68,,2024/10/22 07:06:25+00,3,0,8,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",152,DCA-CABI,,38.883601,-77.173438,2024/10/22 07:07:28+00,217279804"
"-8575269.08919455,4715433.5393048,14th St & Colorado Ave NW,classic,082549b0-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:25+00,15,0,3,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.956432,-77.032947,2024/10/22 07:07:28+00,217279805"
"-8609201.96134668,4712518.68312409,Ridge Heights Rd & Seahawks Dr,classic,071dcbf5-3f1e-45e0-a4a5-8717adb8743f,,2024/10/22 07:06:23+00,0,0,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",104,DCA-CABI,,38.936061,-77.337775,2024/10/22 07:07:28+00,217279806"
"-8568048.64560738,4715278.83448958,West Hyattsville Metro,classic,cdaa435b-2b99-442a-a274-d6682067ad88,,2024/10/22 07:06:24+00,12,0,4,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,""KEY,CREDITCARD"",133,DCA-CABI,,38.955349,-76.968084,2024/10/22 07:07:28+00,217279807"
"-8565031.38839163,4703958.78134764,Ridge Rd Community Center,classic,db81ad06-aad3-4e23-b2b9-05b39b41f8fc,,2024/10/22 07:06:23+00,15,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.876227,-76.940981,2024/10/22 07:07:28+00,217279808"
"-8582028.58390635,4701687.40160127,Columbia Pike & Monroe St,classic,08254c82-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:26+00,8,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",41,DCA-CABI,,38.860344,-77.093672,2024/10/22 07:07:28+00,217279809"
"-8576536.25994884,4706516.95721049,Virginia Ave & C St NW,classic,0824f16b-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:21+00,10,0,4,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.894112,-77.044334,2024/10/22 07:07:28+00,217279810"
"-8595604.75988194,4711435.93938343,Jones Branch Drive & Scotts Crossing Rd,classic,b6ea8d82-3226-4aef-a1d2-78076110e718,,2024/10/22 07:06:22+00,6,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",104,DCA-CABI,,38.928502,-77.215624,2024/10/22 07:07:28+00,217279811"
"-8569209.97740186,4702973.97393532,Minnesota Ave & R St SE,classic,0541e06c-642c-4f31-9f24-19bfcbb8811d,,2024/10/22 07:06:20+00,11,0,8,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.869337,-76.978519,2024/10/22 07:07:28+00,217279812"
"-8571957.83478675,4708172.65209983,M St & Delaware Ave NE,classic,0825459a-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:27+00,20,0,2,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.905691,-77.003201,2024/10/22 07:07:28+00,217279813"
"-8593841.9378941,4702547.96877785,Arlington Blvd & Allen St,classic,79f2ceeb-df84-42dd-bf22-ceb9bc384af2,,2024/10/22 07:06:27+00,5,0,6,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",104,DCA-CABI,,38.866361,-77.199788,2024/10/22 07:07:28+00,217279814"
"-8579193.59253499,4709711.15484402,34th St & Wisconsin Ave NW,classic,0824a988-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:27+00,3,0,10,9,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.916442,-77.0682,2024/10/22 07:07:28+00,217279815"
"-8581167.10522781,4699409.02507151,S Four Mile Run Dr & Shirlington Rd,classic,08254a91-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:27+00,1,0,11,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",41,DCA-CABI,,38.8444,-77.085931,2024/10/22 07:07:28+00,217279816"
"-8584255.4172716,4728803.88783942,Rockville Pike & Old Georgetown Rd,classic,68bb0313-ccdb-4930-98ba-96d77ec986ef,,2024/10/22 07:06:27+00,15,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",43,DCA-CABI,,39.049765,-77.11368,2024/10/22 07:07:28+00,217279817"
"-8583594.04634653,4699000.8677465,N. Beauregard St. & Berkley St.,classic,9f86df22-57d4-498a-ab35-2d3fb76e4723,,2024/10/22 07:06:27+00,8,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",40,DCA-CABI,,38.841548,-77.107734,2024/10/22 07:07:28+00,217279818"
"-8574966.15784889,4704274.66117173,Hains Point/Buckeye & Ohio Dr SW,classic,0825bb32-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:27+00,9,0,7,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,""KEY,CREDITCARD"",42,DCA-CABI,,38.878433,-77.03023,2024/10/22 07:07:28+00,217279819"
"-8612552.46395588,4712673.27885163,Green Range Dr and Glade Dr,classic,0eae33bc-0b63-4120-ac4d-1e4ac729d524,,2024/10/22 07:06:28+00,1,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",104,DCA-CABI,,38.937146,-77.367868,2024/10/22 07:07:28+00,217279820"
"-8571890.65432425,4692607.19540702,Tanger Outlets,classic,fc64c842-980f-40be-a4b6-7750a28ecc19,,2024/10/22 07:06:28+00,10,0,3,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",133,DCA-CABI,,38.7968,-77.0026,2024/10/22 07:07:28+00,217279821"
"-8575636.13241509,4711491.96022078,16th & Irving St NW,classic,082617d2-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:29+00,16,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.928893,-77.03625,2024/10/22 07:07:28+00,217279822"
"-8578644.97680273,4701531.91898165,Joyce St & 16th St S,classic,0825fddc-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:29+00,9,0,5,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.859254,-77.063275,2024/10/22 07:07:28+00,217279823"
"-8574876.20488585,4719810.09256434,13th St & Eastern Ave,classic,08254ebb-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:29+00,7,0,7,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",44,DCA-CABI,,38.987,-77.029417,2024/10/22 07:07:28+00,217279824"
"-8572776.00429638,4702536.27657315,Half & Water St SW,classic,d49c5d1b-d02b-4c35-b60d-ed3cc6d51479,,2024/10/22 07:06:28+00,0,0,14,4,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.866277,-77.010551,2024/10/22 07:07:28+00,217279825"
"-8577787.66242898,4706971.10105684,Kennedy Center,classic,08249e19-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:06:28+00,9,0,10,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.897293,-77.05557,2024/10/22 07:07:28+00,217279826"
"-8605460.27266872,4696993.22426398,GMU/Patriot Cir & York Dr,classic,1929488402496518868,,2024/10/22 07:06:29+00,0,0,11,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",,DCA-CABI,,38.827501,-77.304157,2024/10/22 07:07:28+00,217279827"
"-8575866.90105367,4707653.73364094,17th & K St NW / Farragut Square,classic,0824c80d-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:30+00,36,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,39,""KEY,CREDITCARD"",42,DCA-CABI,,38.902061,-77.038322,2024/10/22 07:07:28+00,217279828"
"-8572702.0883879,4706993.54833318,North Capitol St & F St NW,classic,0824d140-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:30+00,23,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.897446,-77.009888,2024/10/22 07:07:28+00,217279829"
"-8592607.63861796,4707372.53995541,West Falls Church Metro,classic,825f1146-bd56-4b4a-acfa-ff9d95472723,,2024/10/22 07:04:30+00,16,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",104,DCA-CABI,,38.9001,-77.1887,2024/10/22 07:07:28+00,217279830"
"-8584166.28808001,4728483.77606925,North Bethesda Metro,classic,eda4c5ee-faf7-4dae-b135-3065deb46ffe,,2024/10/22 07:04:32+00,24,0,1,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,25,""KEY,CREDITCARD"",43,DCA-CABI,,39.04753,-77.11287,2024/10/22 07:07:28+00,217279831"
"-8578350.05536322,4693887.8737923,King St Metro South,classic,08253cdb-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:42+00,18,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",40,DCA-CABI,,38.805763,-77.060627,2024/10/22 07:07:28+00,217279832"
"-8585950.83795255,4694437.17856059,S Reynolds St & Edsall Rd,classic,41b8e956-0341-4752-89a4-659f7b9eabb8,,2024/10/22 07:04:37+00,14,0,1,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",40,DCA-CABI,,38.809607,-77.128908,2024/10/22 07:07:28+00,217279833"
"-8570177.7767149,4707892.92445088,Neal St & Trinidad Ave NE,classic,082565f9-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:40+00,2,0,13,9,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.903732,-76.987211,2024/10/22 07:07:28+00,217279834"
"-8580052.76635913,4705593.43374882,12th St N & N Pierce St,classic,08254215-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:40+00,9,0,2,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",41,DCA-CABI,,38.887659,-77.07592,2024/10/22 07:07:28+00,217279835"
"-8581170.68955913,4704599.18343427,N Pershing Dr & N Wayne St,classic,0825697c-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:40+00,1,0,10,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",41,DCA-CABI,,38.880705,-77.08596,2024/10/22 07:07:28+00,217279836"
"-8574410.7300419,4704560.80726335,Maine Ave & 9th St SW,classic,f33b7c9d-11ff-4059-94e4-4a1206acd7a6,,2024/10/22 07:04:38+00,10,0,3,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.88044,-77.025236,2024/10/22 07:07:28+00,217279837"
"-8569744.35406454,4705915.01544891,15th & East Capitol St NE,classic,0825548f-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:39+00,2,0,9,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",42,DCA-CABI,,38.889908,-76.983326,2024/10/22 07:07:28+00,217279838"
"-8569946.28694389,4710862.29407555,Rhode Island & Montana Ave NE,classic,30c5787e-6fdb-421d-8eaf-32e652dbeae2,,2024/10/22 07:04:40+00,12,0,2,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.924492,-76.985133,2024/10/22 07:07:28+00,217279839"
"-8582348.02007824,4720034.55875554,Norfolk Ave & Fairmont St,classic,0825802a-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:40+00,9,0,1,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",44,DCA-CABI,,38.988562,-77.096539,2024/10/22 07:07:28+00,217279840"
"-8566871.82435911,4705048.33243957,34th St & Minnesota Ave SE,classic,1936548863063266016,,2024/10/22 07:04:40+00,12,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",,DCA-CABI,,38.883843,-76.957511,2024/10/22 07:07:28+00,217279841"
"-8574643.33222872,4714465.33044304,Georgia Ave & Emerson St NW,classic,082548ce-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:40+00,11,0,7,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.949662,-77.027333,2024/10/22 07:07:28+00,217279842"
"-8579700.1448959,4712349.36887855,Wisconsin Ave & Newark St NW,classic,0824973c-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:48+00,11,0,8,5,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.934881,-77.072755,2024/10/22 07:07:28+00,217279843"
"-8578298.92167823,4707763.23544032,Thomas Jefferson St NW & Water/K St NW,classic,0826030a-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:48+00,15,0,1,0,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.902826,-77.060173,2024/10/22 07:07:28+00,217279844"
"-8575120.90215583,4706574.2402597,14th & D St NW / John A Wilson Building,classic,0824c69b-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:47+00,18,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,25,""KEY,CREDITCARD"",42,DCA-CABI,,38.894514,-77.031617,2024/10/22 07:07:28+00,217279845"
"-8582822.00518915,4694230.07610861,Wheeler Ave & S. Floyd St.,classic,8e3245e2-f310-4173-9c2d-9ad00587a23c,,2024/10/22 07:04:48+00,2,0,9,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,""KEY,CREDITCARD"",40,DCA-CABI,,38.808161,-77.100796,2024/10/22 07:07:28+00,217279846"
"-8575894.32044459,4708768.41134082,17th & P St NW,classic,5e828067-2fd6-4168-b150-5409754e734c,,2024/10/22 07:04:45+00,5,0,13,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.909858,-77.038566,2024/10/22 07:07:28+00,217279847"
"-8576225.68473273,4706430.77838581,18th & C St NW,classic,08261aba-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:44+00,6,0,11,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.893511,-77.041544,2024/10/22 07:07:28+00,217279848"
"-8576926.66690364,4697285.32144535,Potomac Ave & Swann Ave,classic,0826315d-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:48+00,2,0,17,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",40,DCA-CABI,,38.829545,-77.047844,2024/10/22 07:07:28+00,217279849"
"-8580319.74991681,4707212.76633599,21st St & N Pierce St,classic,0825ff20-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:52+00,12,0,3,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",41,DCA-CABI,,38.898984,-77.078317,2024/10/22 07:07:28+00,217279850"
"-8572976.92357138,4708595.25175773,1st & O St NW,classic,082619e1-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:50+00,4,0,10,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,""KEY,CREDITCARD"",42,DCA-CABI,,38.908643,-77.012365,2024/10/22 07:07:28+00,217279851"
"-8576086.47443681,4693342.22696308,Duke St & Strand (Robinson Terminal),classic,66fe4efd-f6de-4300-9b35-82e3aea013e5,,2024/10/22 07:04:52+00,0,0,10,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,""KEY,CREDITCARD"",40,DCA-CABI,,38.801947,-77.040293,2024/10/22 07:07:28+00,217279852"
"-8564627.13689178,4717316.02608267,Baltimore Ave & Van Buren St / Riverdale Park Station,classic,3c8cebaf-4155-47d8-8272-9d65831f33b8,,2024/10/22 07:05:00+00,11,0,5,4,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,""KEY,CREDITCARD"",133,DCA-CABI,,38.969581,-76.937349,2024/10/22 07:07:28+00,217279853"
"-8571417.53160793,4707354.39449881,6th & H St NE,classic,0824bc70-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:04:57+00,6,0,16,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,""KEY,CREDITCARD"",42,DCA-CABI,,38.899972,-76.998347,2024/10/22 07:07:28+00,217279854"
"-8577142.27513367,4697698.43418884,Main Line Blvd & E Glebe,classic,1b02c95b-63f9-41cd-8c0d-90334a29c7ce,,2024/10/22 07:04:57+00,5,0,14,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",40,DCA-CABI,,38.832431,-77.049772,2024/10/22 07:07:28+00,217279855"
"-8578182.08406072,4707683.41906612,Georgetown Harbor / 30th St NW,classic,08249be7-1f3f-11e7-bf6b-3863bb334450,,2024/10/22 07:05:02+00,9,0,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,""KEY,CREDITCARD"",42,DCA-CABI,,38.902268,-77.059117,2024/10/22 07:07:28+00,217279856"
